datetime,symbol,open,high,low,close,volume
2026-04-27 09:30:00,AMEX:SPMO,131.84,132.09,131.48,132.08,9344.0
2026-04-27 09:35:00,AMEX:SPMO,132.07,132.305,131.74,131.81,14003.0
2026-04-27 09:40:00,AMEX:SPMO,131.8,131.8,131.52,131.61,2159.0
2026-04-27 09:45:00,AMEX:SPMO,131.56,131.61,131.14,131.18,5630.0
2026-04-27 09:50:00,AMEX:SPMO,131.15,131.67,130.86,131.65,2865.0
2026-04-27 09:55:00,AMEX:SPMO,131.77,132.22,131.69,132.13,8505.0
2026-04-27 10:00:00,AMEX:SPMO,132.1,132.13,131.89,132.0,1578.0
2026-04-27 10:05:00,AMEX:SPMO,131.96,132.09,131.9,131.9,1579.0
2026-04-27 10:10:00,AMEX:SPMO,131.85,132.09,131.77,132.02,3216.0
2026-04-27 10:15:00,AMEX:SPMO,132.05,132.05,131.67,131.78,805.0
2026-04-27 10:20:00,AMEX:SPMO,131.77,131.85,131.66,131.75,1572.0
2026-04-27 10:25:00,AMEX:SPMO,131.75,131.76,131.5,131.52,6832.0
2026-04-27 10:30:00,AMEX:SPMO,131.44,131.44,131.21,131.4,4612.0
2026-04-27 10:35:00,AMEX:SPMO,131.44,131.7,131.44,131.5,757.0
2026-04-27 10:40:00,AMEX:SPMO,131.63,131.67,131.48,131.54,476.0
2026-04-27 10:45:00,AMEX:SPMO,131.5,131.52,131.32,131.43,3807.0
2026-04-27 10:50:00,AMEX:SPMO,131.47,131.5,131.29,131.34,466.0
2026-04-27 10:55:00,AMEX:SPMO,131.36,131.43,131.29,131.38,599.0
2026-04-27 11:00:00,AMEX:SPMO,131.39,131.39,131.2,131.25,2249.0
2026-04-27 11:05:00,AMEX:SPMO,131.21,131.51,131.21,131.51,2180.0
2026-04-27 11:10:00,AMEX:SPMO,131.52,131.53,131.4,131.4,1389.0
2026-04-27 11:15:00,AMEX:SPMO,131.4,131.49,131.38,131.38,195.0
2026-04-27 11:20:00,AMEX:SPMO,131.4,131.41,131.19,131.19,1557.0
2026-04-27 11:25:00,AMEX:SPMO,131.21,131.35,131.21,131.34,549.0
2026-04-27 11:30:00,AMEX:SPMO,131.37,131.51,131.37,131.51,1620.0
2026-04-27 11:35:00,AMEX:SPMO,131.5,131.51,131.48,131.51,602.0
2026-04-27 11:40:00,AMEX:SPMO,131.59,131.75,131.59,131.73,999.0
2026-04-27 11:45:00,AMEX:SPMO,131.75,131.81,131.69,131.69,942.0
2026-04-27 11:50:00,AMEX:SPMO,131.67,131.73,131.66,131.66,1287.0
2026-04-27 11:55:00,AMEX:SPMO,131.66,131.66,131.6,131.65,587.0
2026-04-27 12:00:00,AMEX:SPMO,131.69,131.69,131.51,131.51,1041.0
2026-04-27 12:05:00,AMEX:SPMO,131.53,131.599,131.53,131.58,1777.0
2026-04-27 12:10:00,AMEX:SPMO,131.55,131.64,131.55,131.6,1007.0
2026-04-27 12:15:00,AMEX:SPMO,131.65,131.7,131.65,131.7,335.0
2026-04-27 12:20:00,AMEX:SPMO,131.66,131.66,131.6,131.6,303.0
2026-04-27 12:25:00,AMEX:SPMO,131.62,131.63,131.57,131.57,510.0
2026-04-27 12:30:00,AMEX:SPMO,131.65,131.71,131.64,131.71,327.0
2026-04-27 12:35:00,AMEX:SPMO,131.809,131.809,131.74,131.76,996.0
2026-04-27 12:40:00,AMEX:SPMO,131.76,131.78,131.71,131.71,1090.0
2026-04-27 12:45:00,AMEX:SPMO,131.73,131.755,131.7,131.75,1245.0
2026-04-27 12:50:00,AMEX:SPMO,131.749,131.749,131.65,131.65,2059.0
2026-04-27 12:55:00,AMEX:SPMO,131.63,131.63,131.61,131.61,196.0
2026-04-27 13:00:00,AMEX:SPMO,131.639,131.69,131.639,131.685,1003.0
2026-04-27 13:05:00,AMEX:SPMO,131.67,131.67,131.6,131.64,570.0
2026-04-27 13:10:00,AMEX:SPMO,131.67,131.68,131.62,131.66,609.0
2026-04-27 13:15:00,AMEX:SPMO,131.67,131.67,131.5,131.5,1540.0
2026-04-27 13:20:00,AMEX:SPMO,131.51,131.625,131.49,131.589,2334.0
2026-04-27 13:25:00,AMEX:SPMO,131.66,131.66,131.61,131.64,434.0
2026-04-27 13:30:00,AMEX:SPMO,131.66,131.79,131.66,131.79,278.0
2026-04-27 13:35:00,AMEX:SPMO,131.75,131.759,131.72,131.73,1819.0
2026-04-27 13:40:00,AMEX:SPMO,131.71,131.8,131.71,131.79,787.0
2026-04-27 13:45:00,AMEX:SPMO,131.8,131.9,131.8,131.9,1061.0
2026-04-27 13:50:00,AMEX:SPMO,131.87,131.87,131.76,131.76,720.0
2026-04-27 13:55:00,AMEX:SPMO,131.8,131.81,131.78,131.81,818.0
2026-04-27 14:00:00,AMEX:SPMO,131.79,131.819,131.79,131.819,406.0
2026-04-27 14:05:00,AMEX:SPMO,131.81,131.88,131.81,131.88,302.0
2026-04-27 14:10:00,AMEX:SPMO,131.89,131.89,131.8,131.8,402.0
2026-04-27 14:15:00,AMEX:SPMO,131.8,131.82,131.78,131.82,540.0
2026-04-27 14:20:00,AMEX:SPMO,131.83,131.87,131.83,131.86,2866.0
2026-04-27 14:25:00,AMEX:SPMO,131.83,131.84,131.8,131.8,1844.0
2026-04-27 14:30:00,AMEX:SPMO,131.81,131.869,131.81,131.869,116.0
2026-04-27 14:35:00,AMEX:SPMO,131.87,131.87,131.85,131.85,1231.0
2026-04-27 14:40:00,AMEX:SPMO,131.78,131.78,131.71,131.71,639.0
2026-04-27 14:45:00,AMEX:SPMO,131.68,131.79,131.68,131.78,374.0
2026-04-27 14:50:00,AMEX:SPMO,131.799,131.8,131.7,131.7,353.0
2026-04-27 14:55:00,AMEX:SPMO,131.75,131.78,131.75,131.78,25.0
2026-04-27 15:00:00,AMEX:SPMO,131.75,131.81,131.75,131.8,579.0
2026-04-27 15:05:00,AMEX:SPMO,131.81,131.865,131.81,131.85,273.0
2026-04-27 15:10:00,AMEX:SPMO,131.82,131.82,131.82,131.82,1.0
2026-04-27 15:15:00,AMEX:SPMO,131.93,131.94,131.91,131.94,581.0
2026-04-27 15:20:00,AMEX:SPMO,132.0,132.02,131.89,131.89,1423.0
2026-04-27 15:25:00,AMEX:SPMO,131.87,131.909,131.87,131.909,632.0
2026-04-27 15:30:00,AMEX:SPMO,131.86,131.92,131.86,131.87,427.0
2026-04-27 15:35:00,AMEX:SPMO,131.84,131.88,131.81,131.82,333.0
2026-04-27 15:40:00,AMEX:SPMO,131.88,131.88,131.81,131.86,718.0
2026-04-27 15:45:00,AMEX:SPMO,131.98,131.99,131.98,131.99,301.0
2026-04-27 15:50:00,AMEX:SPMO,132.04,132.12,132.02,132.12,3012.0
2026-04-27 15:55:00,AMEX:SPMO,132.07,132.14,132.05,132.11,10370.0
2026-04-28 09:30:00,AMEX:SPMO,129.62,129.93,129.19,129.88,6640.0
2026-04-28 09:35:00,AMEX:SPMO,130.0,130.34,129.97,130.33,506.0
2026-04-28 09:40:00,AMEX:SPMO,130.28,130.96,130.28,130.74,7779.0
2026-04-28 09:45:00,AMEX:SPMO,130.68,130.68,130.36,130.36,1108.0
2026-04-28 09:50:00,AMEX:SPMO,130.36,130.36,130.0,130.05,6672.0
2026-04-28 09:55:00,AMEX:SPMO,130.09,130.33,129.85,130.33,2205.0
2026-04-28 10:00:00,AMEX:SPMO,130.27,130.27,129.99,130.06,2680.0
2026-04-28 10:05:00,AMEX:SPMO,130.1,130.27,130.09,130.19,1482.0
2026-04-28 10:10:00,AMEX:SPMO,130.21,130.21,130.08,130.1,153.0
2026-04-28 10:15:00,AMEX:SPMO,130.0,130.23,129.85,130.05,2287.0
2026-04-28 10:20:00,AMEX:SPMO,130.0,130.05,129.9,129.9,604.0
2026-04-28 10:25:00,AMEX:SPMO,129.835,129.89,129.69,129.8,4134.0
2026-04-28 10:30:00,AMEX:SPMO,129.73,129.84,129.55,129.55,1414.0
2026-04-28 10:35:00,AMEX:SPMO,129.5,129.5,129.1,129.1,5274.0
2026-04-28 10:40:00,AMEX:SPMO,129.17,129.35,129.0,129.34,7779.0
2026-04-28 10:45:00,AMEX:SPMO,129.3,129.3,129.06,129.06,2370.0
2026-04-28 10:50:00,AMEX:SPMO,129.02,129.02,128.65,128.72,2519.0
2026-04-28 10:55:00,AMEX:SPMO,128.77,129.27,128.75,129.24,2518.0
2026-04-28 11:00:00,AMEX:SPMO,129.36,129.4,129.17,129.2,1449.0
2026-04-28 11:05:00,AMEX:SPMO,129.15,129.15,128.93,128.93,1829.0
2026-04-28 11:10:00,AMEX:SPMO,128.98,129.26,128.96,129.17,5194.0
2026-04-28 11:15:00,AMEX:SPMO,129.16,129.36,129.1,129.36,3306.0
2026-04-28 11:20:00,AMEX:SPMO,129.35,129.35,129.15,129.17,1410.0
2026-04-28 11:25:00,AMEX:SPMO,129.1,129.19,129.05,129.19,1448.0
2026-04-28 11:30:00,AMEX:SPMO,129.03,129.03,128.93,129.02,531.0
2026-04-28 11:35:00,AMEX:SPMO,128.99,129.13,128.91,129.13,719.0
2026-04-28 11:40:00,AMEX:SPMO,129.07,129.11,129.02,129.07,1037.0
2026-04-28 11:45:00,AMEX:SPMO,129.09,129.09,128.88,128.95,1438.0
2026-04-28 11:50:00,AMEX:SPMO,128.97,129.01,128.96,129.0,537.0
2026-04-28 11:55:00,AMEX:SPMO,129.0,129.1,128.97,129.06,619.0
2026-04-28 12:00:00,AMEX:SPMO,129.1,129.2,129.09,129.2,243.0
2026-04-28 12:05:00,AMEX:SPMO,129.23,129.31,129.23,129.29,1018.0
2026-04-28 12:10:00,AMEX:SPMO,129.18,129.26,129.16,129.23,524.0
