datetime,symbol,open,high,low,close,volume
2026-04-27 09:30:00,NASDAQ:TSLA,372.09,372.19,367.05,368.985,292632.0
2026-04-27 09:35:00,NASDAQ:TSLA,369.01,369.9,367.98,368.88,195084.0
2026-04-27 09:40:00,NASDAQ:TSLA,368.89,370.38,367.5,369.13,176445.0
2026-04-27 09:45:00,NASDAQ:TSLA,369.08,369.08,366.43,366.96,165021.0
2026-04-27 09:50:00,NASDAQ:TSLA,367.05,367.39,365.37,367.13,183776.0
2026-04-27 09:55:00,NASDAQ:TSLA,367.18,367.51,365.67,365.7,115009.0
2026-04-27 10:00:00,NASDAQ:TSLA,365.7,367.04,364.75,366.66,184899.0
2026-04-27 10:05:00,NASDAQ:TSLA,366.65,367.1,365.43,365.43,98361.0
2026-04-27 10:10:00,NASDAQ:TSLA,365.44,366.4,365.17,366.28,98403.0
2026-04-27 10:15:00,NASDAQ:TSLA,366.25,366.3,364.95,365.57,92050.0
2026-04-27 10:20:00,NASDAQ:TSLA,365.54,366.49,365.2,366.13,89095.0
2026-04-27 10:25:00,NASDAQ:TSLA,366.12,367.52,365.93,367.22,90878.0
2026-04-27 10:30:00,NASDAQ:TSLA,367.22,367.39,366.08,367.25,81286.0
2026-04-27 10:35:00,NASDAQ:TSLA,367.26,368.51,366.95,368.28,136939.0
2026-04-27 10:40:00,NASDAQ:TSLA,368.25,369.0,367.76,368.72,79396.0
2026-04-27 10:45:00,NASDAQ:TSLA,368.85,369.0,368.0,368.05,75880.0
2026-04-27 10:50:00,NASDAQ:TSLA,368.03,368.49,366.24,366.38,93430.0
2026-04-27 10:55:00,NASDAQ:TSLA,366.35,366.66,365.77,366.36,96465.0
2026-04-27 11:00:00,NASDAQ:TSLA,366.345,366.76,364.52,364.88,138947.0
2026-04-27 11:05:00,NASDAQ:TSLA,364.86,365.28,364.21,364.9,130850.0
2026-04-27 11:10:00,NASDAQ:TSLA,364.93,366.01,364.93,365.55,73686.0
2026-04-27 11:15:00,NASDAQ:TSLA,365.56,365.87,364.82,365.0,66602.0
2026-04-27 11:20:00,NASDAQ:TSLA,365.03,365.24,364.02,364.87,91641.0
2026-04-27 11:25:00,NASDAQ:TSLA,364.88,365.95,364.67,365.94,70644.0
2026-04-27 11:30:00,NASDAQ:TSLA,365.94,366.91,365.8,366.69,91485.0
2026-04-27 11:35:00,NASDAQ:TSLA,366.62,367.35,366.45,366.93,75599.0
2026-04-27 11:40:00,NASDAQ:TSLA,366.87,367.14,366.39,366.94,47803.0
2026-04-27 11:45:00,NASDAQ:TSLA,366.93,367.66,366.64,367.22,55282.0
2026-04-27 11:50:00,NASDAQ:TSLA,367.2,367.72,366.98,367.225,52186.0
2026-04-27 11:55:00,NASDAQ:TSLA,367.22,368.25,367.09,368.25,69684.0
2026-04-27 12:00:00,NASDAQ:TSLA,368.23,369.26,367.85,369.07,130627.0
2026-04-27 12:05:00,NASDAQ:TSLA,369.1,370.73,369.07,370.19,166196.0
2026-04-27 12:10:00,NASDAQ:TSLA,370.19,371.4,369.82,371.34,123134.0
