id,ticker,type,strike,occ_symbol,entry_bar_utc,exit_bar_utc,why,entry_prem,exit_prem,pnl_pct,quality
2,QQQ,PUT,715,QQQ   260717P00715000,2026-07-13T13:37:00Z,2026-07-13T13:40:00Z,TARGET,10.49,10.49,0.00,bad
9,QQQ,PUT,716,QQQ   260717P00716000,2026-07-14T14:05:00Z,2026-07-14T14:09:00Z,TARGET,11.35,11.35,0.00,bad
13,QQQ,PUT,721,QQQ   260717P00721000,2026-07-15T13:37:00Z,2026-07-15T13:38:00Z,TARGET,16.47,16.47,0.00,bad
17,QQQ,PUT,710,QQQ   260717P00710000,2026-07-16T13:35:00Z,2026-07-16T13:38:00Z,TARGET,6.64,6.64,0.00,bad
20,QQQ,PUT,689,QQQ   260717P00689000,2026-07-17T13:35:00Z,2026-07-17T13:37:00Z,TARGET,0.59,0.59,0.00,bad
