begins_at_utc,open,high,low,close,volume
2026-02-23T14:30:00Z,407.290000,407.700000,404.450000,406.360000,1293742
2026-02-23T14:35:00Z,406.310000,406.690000,404.400000,404.924700,964733
2026-02-23T14:40:00Z,404.885000,405.170000,402.690000,402.940000,999180
2026-02-23T14:45:00Z,402.860000,403.880000,402.480000,403.050000,800066
2026-02-23T14:50:00Z,403.099900,404.180000,402.410000,402.645000,856284
2026-02-23T14:55:00Z,402.620000,403.250000,402.320000,402.780000,562161
2026-02-23T15:00:00Z,402.740000,404.170000,402.460000,402.644200,748173
2026-02-23T15:05:00Z,402.710000,404.100000,402.000000,403.600000,712532
2026-02-23T15:10:00Z,403.649900,404.600000,403.600000,404.145000,592585
2026-02-23T15:15:00Z,404.170000,404.750000,403.460000,404.205000,560620
2026-02-23T15:20:00Z,404.205000,405.050000,403.280000,403.690000,600166
2026-02-23T15:25:00Z,403.660000,403.789900,403.000000,403.380000,424229
2026-02-23T15:30:00Z,403.400000,404.070000,402.860000,402.980000,536214
2026-02-23T15:35:00Z,402.999900,403.130000,402.300000,402.680000,478665
2026-02-23T15:40:00Z,402.650000,403.250000,402.280000,402.370100,395221
2026-02-23T15:45:00Z,402.400000,402.940000,402.190000,402.456700,380461
2026-02-23T15:50:00Z,402.440000,402.670000,400.950000,401.130000,711441
2026-02-23T15:55:00Z,401.120000,401.400000,400.640000,400.910000,521582
2026-02-23T16:00:00Z,400.930000,401.390000,400.120200,400.365000,516666
2026-02-23T16:05:00Z,400.365000,400.450000,399.125000,399.177600,565220
2026-02-23T16:10:00Z,398.960000,399.410000,397.970000,398.180000,812265
2026-02-23T16:15:00Z,398.190000,398.399900,397.250000,398.230000,753741
2026-02-23T16:20:00Z,398.220000,398.480000,396.970000,397.110000,687515
2026-02-23T16:25:00Z,397.090000,398.080000,396.620000,397.970000,667469
2026-02-23T16:30:00Z,397.990000,398.559900,397.550000,398.520000,575500
2026-02-23T16:35:00Z,398.492000,399.259900,398.160000,398.370000,468288
2026-02-23T16:40:00Z,398.390000,399.269900,398.200000,398.905100,373822
2026-02-23T16:45:00Z,398.935000,399.000000,397.900000,398.640000,460174
2026-02-23T16:50:00Z,398.630000,399.000000,398.180000,398.800000,425415
2026-02-23T16:55:00Z,398.829900,399.000000,398.095000,398.355000,287290
2026-02-23T17:00:00Z,398.330000,398.980000,398.030000,398.375000,309688
