begins_at_utc,open,high,low,close,volume
2026-03-20T13:30:00Z,656.510000,656.550000,654.860000,655.060000,1049005
2026-03-20T13:35:00Z,655.060000,655.500000,654.650000,654.835000,765669
2026-03-20T13:40:00Z,654.820000,656.320000,654.710000,656.259900,839562
2026-03-20T13:45:00Z,656.260000,656.690000,655.330000,655.560000,682980
2026-03-20T13:50:00Z,655.530000,655.580000,653.940000,654.510000,961990
2026-03-20T13:55:00Z,654.510000,654.690000,653.000000,653.150000,935386
2026-03-20T14:00:00Z,653.170000,653.630000,652.480000,653.090000,1017518
2026-03-20T14:05:00Z,653.080000,653.811100,652.570000,652.919500,561950
2026-03-20T14:10:00Z,652.920000,653.320000,651.490000,651.780000,720972
2026-03-20T14:15:00Z,651.750000,652.550000,651.640000,652.180000,552382
2026-03-20T14:20:00Z,652.160000,652.450000,651.600000,652.070000,501443
2026-03-20T14:25:00Z,652.050000,652.310000,651.630000,651.860000,478064
2026-03-20T14:30:00Z,652.330000,652.510000,652.260000,652.350000,33482
2026-03-20T14:35:00Z,653.200000,653.498000,651.980000,652.500000,679112
2026-03-20T14:40:00Z,652.500000,652.860000,652.240000,652.370000,372853
2026-03-20T14:45:00Z,652.380000,652.925000,652.230000,652.760000,304126
2026-03-20T14:50:00Z,652.740000,652.860000,651.200000,651.290000,548105
2026-03-20T14:55:00Z,652.060000,652.210000,652.010000,652.120000,47783
2026-03-20T15:00:00Z,652.110000,653.090000,651.709900,652.020000,650546
2026-03-20T15:05:00Z,652.050000,652.570000,651.680000,652.240000,334028
2026-03-20T15:10:00Z,652.230000,653.259900,652.160000,653.120000,407355
2026-03-20T15:15:00Z,653.120000,653.190000,652.260000,652.469900,188852
2026-03-20T15:20:00Z,652.120000,654.160000,651.870000,652.400000,754461
2026-03-20T15:25:00Z,652.430000,652.690000,651.500000,651.900000,532003
2026-03-20T15:30:00Z,651.940000,652.730200,651.730000,652.560000,334132
2026-03-20T15:35:00Z,652.570000,652.850000,651.980000,652.300000,287690
2026-03-20T15:40:00Z,652.520000,652.764700,652.390100,652.720000,47525
2026-03-20T15:45:00Z,652.590000,652.750000,652.020000,652.494600,299416
2026-03-20T15:50:00Z,652.500000,652.960000,652.050000,652.930100,293288
2026-03-20T15:55:00Z,652.920000,653.260000,652.550000,652.945000,336189
2026-03-20T16:00:00Z,652.960000,653.860000,652.780000,653.700000,400718
2026-03-20T16:05:00Z,653.670000,653.670000,652.860000,653.170000,474559
2026-03-20T16:10:00Z,653.210000,653.280000,653.155000,653.250000,14422
2026-03-20T16:15:00Z,653.350000,653.375000,653.270000,653.300000,9960
2026-03-20T16:20:00Z,653.820000,653.990000,653.490000,653.600000,292842
2026-03-20T16:25:00Z,653.590000,653.639900,652.960000,653.100000,304976
2026-03-20T16:30:00Z,653.120000,653.120000,651.960000,652.580000,435306
2026-03-20T16:35:00Z,652.620000,652.850000,652.150000,652.480000,297027
2026-03-20T16:40:00Z,652.470000,652.770000,652.320000,652.510000,268103
2026-03-20T16:45:00Z,652.470000,652.620000,652.070000,652.416000,233677
2026-03-20T16:50:00Z,652.390000,652.720000,652.380000,652.570000,66090
2026-03-20T16:55:00Z,652.550000,653.380000,652.520000,652.770000,347906
2026-03-20T17:00:00Z,652.800000,653.190100,652.760000,653.110000,255222
2026-03-20T17:05:00Z,653.120000,653.250000,651.750000,652.850000,734177
2026-03-20T17:10:00Z,652.900000,653.120000,652.240000,652.320000,255151
2026-03-20T17:15:00Z,652.350000,652.590000,652.070000,652.199900,215351
2026-03-20T17:20:00Z,652.200000,652.730000,652.110000,652.360000,248487
2026-03-20T17:25:00Z,652.370000,652.480000,651.990000,652.160000,201292
2026-03-20T17:30:00Z,652.190000,652.370000,651.320000,651.490000,318925
2026-03-20T17:35:00Z,651.480000,651.790000,650.680000,651.450000,514720
2026-03-20T17:40:00Z,651.450000,651.730000,650.970000,651.135000,349013
2026-03-20T17:45:00Z,650.970000,651.160000,650.680000,650.798000,76735
2026-03-20T17:50:00Z,650.810000,651.505000,650.670000,651.342000,417770
2026-03-20T17:55:00Z,651.350000,651.690000,651.210000,651.410000,382372
2026-03-20T18:00:00Z,651.410000,651.690000,650.780000,650.810000,491871
2026-03-20T18:05:00Z,650.610000,650.900000,650.510000,650.900000,69127
2026-03-20T18:10:00Z,650.380000,650.520000,650.350000,650.495000,32951
2026-03-20T18:15:00Z,650.600000,650.730000,650.130000,650.490000,521152
2026-03-20T18:20:00Z,650.490000,650.660000,648.660000,648.975000,1566403
2026-03-20T18:25:00Z,648.975000,649.850000,648.970000,649.430000,947263
2026-03-20T18:30:00Z,649.430000,649.655000,648.870000,648.950000,569056
2026-03-20T18:35:00Z,648.970000,649.093100,648.160000,648.340000,732079
2026-03-20T18:40:00Z,648.350000,648.700000,647.920000,648.160000,793896
2026-03-20T18:45:00Z,648.140000,648.430000,647.740000,647.940000,721934
2026-03-20T18:50:00Z,647.930000,648.250000,647.680000,647.970000,848732
2026-03-20T18:55:00Z,647.960000,648.200000,647.640000,648.070000,927881
2026-03-20T19:00:00Z,648.080000,648.645000,648.057500,648.170000,926554
2026-03-20T19:05:00Z,648.160000,648.230000,647.620000,647.940000,753890
2026-03-20T19:10:00Z,647.930000,647.970000,647.305000,647.770000,785520
2026-03-20T19:15:00Z,647.757200,648.030000,647.570000,648.010200,612360
2026-03-20T19:20:00Z,648.025000,648.025000,646.790000,646.870000,997611
2026-03-20T19:25:00Z,647.075000,647.250000,647.070000,647.115000,69458
2026-03-20T19:30:00Z,647.140000,647.400000,646.075000,646.180000,1114525
2026-03-20T19:35:00Z,646.200000,646.310000,644.720000,645.570000,1674737
2026-03-20T19:40:00Z,645.560000,647.000000,645.440000,646.920000,1724235
2026-03-20T19:45:00Z,646.920000,646.920000,645.870000,646.020000,1816520
2026-03-20T19:50:00Z,646.020000,647.910000,645.810000,647.810000,1752877
2026-03-20T19:55:00Z,647.820000,648.520000,647.750000,648.520000,3123125
2026-03-23T13:30:00Z,658.040000,658.380000,656.620000,656.770000,1358027
2026-03-23T13:35:00Z,656.780000,658.320000,656.070000,658.300000,1317563
2026-03-23T13:40:00Z,658.300000,659.540000,656.980100,657.960000,1384386
2026-03-23T13:45:00Z,658.005000,659.000000,657.390000,658.990000,991190
2026-03-23T13:50:00Z,659.005000,660.100000,658.660000,659.580000,1094239
2026-03-23T13:55:00Z,659.530000,660.250000,658.730000,660.220000,734330
2026-03-23T14:00:00Z,660.200000,660.770000,659.121600,659.240000,886652
2026-03-23T14:05:00Z,659.260000,659.910000,658.580000,659.650000,734524
2026-03-23T14:10:00Z,659.660000,660.480000,659.250000,660.140000,750489
2026-03-23T14:15:00Z,660.150000,661.175000,660.090000,661.170000,815763
2026-03-23T14:20:00Z,661.170000,662.270000,660.780000,661.810000,884321
2026-03-23T14:25:00Z,661.790000,661.890000,660.570000,660.990000,871330
2026-03-23T14:30:00Z,660.990000,661.290000,660.350000,660.980000,575932
2026-03-23T14:35:00Z,660.990000,661.390000,660.170000,660.520000,423889
2026-03-23T14:40:00Z,660.460000,660.792500,660.101900,660.390000,295901
2026-03-23T14:45:00Z,660.420000,661.790000,659.950000,661.335000,470694
2026-03-23T14:50:00Z,661.300000,661.370000,660.410000,660.890000,359981
2026-03-23T14:55:00Z,660.920000,661.400000,660.560000,661.060000,268658
2026-03-23T15:00:00Z,661.100000,662.615000,660.840000,662.360000,864820
2026-03-23T15:05:00Z,662.370000,662.550000,661.890000,662.230000,567969
2026-03-23T15:10:00Z,662.240000,662.600000,661.750000,662.020000,564776
2026-03-23T15:15:00Z,662.020000,662.190000,661.380000,661.455000,329801
2026-03-23T15:20:00Z,661.435000,662.105000,660.770000,661.960000,494662
2026-03-23T15:25:00Z,661.940000,661.980000,660.700000,660.890000,469244
2026-03-23T15:30:00Z,660.900000,661.330000,660.480000,660.650000,389211
2026-03-23T15:35:00Z,660.660000,660.690000,659.210000,659.280000,749529
2026-03-23T15:40:00Z,659.270000,659.770000,658.830000,659.230000,752723
2026-03-23T15:45:00Z,659.230000,659.275000,658.130000,658.720000,803340
2026-03-23T15:50:00Z,658.705000,659.000000,657.100000,657.320000,1140116
2026-03-23T15:55:00Z,657.320000,657.420000,655.830000,656.010000,1485081
2026-03-23T16:00:00Z,655.990000,657.190000,655.958700,656.480000,962313
2026-03-23T16:05:00Z,656.480000,657.420000,656.125000,656.960000,690160
2026-03-23T16:10:00Z,656.925000,657.630000,656.560000,657.165000,328142
2026-03-23T16:15:00Z,656.060000,656.240000,655.990000,656.049200,20199
2026-03-23T16:20:00Z,656.040000,656.250000,655.940000,655.970000,17759
2026-03-23T16:25:00Z,655.650000,655.670000,653.940000,654.108800,810374
2026-03-23T16:30:00Z,654.120000,655.620000,653.990000,655.600000,755404
2026-03-23T16:35:00Z,655.600000,656.230000,655.310000,655.460000,481314
2026-03-23T16:40:00Z,655.440000,656.190000,655.430000,656.060000,395567
2026-03-23T16:45:00Z,656.050000,656.730000,655.730000,656.319900,412490
2026-03-23T16:50:00Z,656.290000,656.740000,655.550000,655.890000,303676
2026-03-23T16:55:00Z,655.910000,656.110000,655.085000,655.590000,293017
2026-03-23T17:00:00Z,655.600000,656.120000,655.000000,655.075000,258062
2026-03-23T17:05:00Z,655.080000,656.250000,654.890000,656.110000,246379
2026-03-23T17:10:00Z,656.110000,656.210000,655.310000,655.340100,239614
2026-03-23T17:15:00Z,655.340000,655.550000,654.660000,655.190000,227925
2026-03-23T17:20:00Z,655.170000,655.200000,654.320000,654.780000,278067
2026-03-23T17:25:00Z,654.770000,655.630000,654.670000,655.280000,258551
2026-03-23T17:30:00Z,655.280000,657.150000,655.280000,657.070000,594421
2026-03-23T17:35:00Z,657.070000,658.240000,657.070000,657.820000,929885
2026-03-23T17:40:00Z,657.800000,657.830000,656.440000,656.780000,424264
2026-03-23T17:45:00Z,656.800000,656.958000,656.300000,656.770000,157898
2026-03-23T17:50:00Z,656.720000,657.460000,656.600000,657.440000,254179
2026-03-23T17:55:00Z,657.430000,658.250000,657.160900,658.060000,234356
2026-03-23T18:00:00Z,658.040000,658.310000,657.750000,658.150000,360769
2026-03-23T18:05:00Z,658.140000,658.220000,656.530000,657.450000,938074
2026-03-23T18:10:00Z,657.430000,658.080000,657.430000,657.630000,347228
2026-03-23T18:15:00Z,657.615000,657.810000,657.060000,657.400000,247090
2026-03-23T18:20:00Z,657.410000,657.570000,657.170000,657.545000,243182
2026-03-23T18:25:00Z,657.540000,657.900000,657.260000,657.389900,321507
2026-03-23T18:30:00Z,657.420000,658.910000,657.410000,658.850000,645334
2026-03-23T18:35:00Z,658.850000,659.650000,658.430000,658.990000,946545
2026-03-23T18:40:00Z,658.990000,659.140000,658.470000,658.770000,539369
2026-03-23T18:45:00Z,658.775000,659.270000,658.530000,659.160000,289506
2026-03-23T18:50:00Z,659.170000,659.250000,658.590000,658.860000,263413
2026-03-23T18:55:00Z,658.870000,659.150000,658.620000,658.950000,342480
2026-03-23T19:00:00Z,658.625000,658.680000,658.575000,658.660000,22799
2026-03-23T19:05:00Z,658.570000,658.810000,658.370000,658.690000,280009
2026-03-23T19:10:00Z,658.690000,658.780000,658.100000,658.130000,287440
2026-03-23T19:15:00Z,658.135000,658.355000,657.580000,657.845000,475452
2026-03-23T19:20:00Z,657.850300,657.940000,657.410000,657.540000,375282
2026-03-23T19:25:00Z,657.540000,657.739500,657.035000,657.340000,529824
2026-03-23T19:30:00Z,657.320000,657.600000,657.200000,657.330100,310616
2026-03-23T19:35:00Z,657.340000,657.780000,657.170000,657.600000,404941
2026-03-23T19:40:00Z,657.595000,657.930000,657.380000,657.920000,442974
2026-03-23T19:45:00Z,657.920000,658.345000,657.490000,657.825000,626797
2026-03-23T19:50:00Z,657.820000,657.900000,656.730000,656.730000,1305835
2026-03-23T19:55:00Z,656.740000,656.860000,655.370000,655.380000,1997041
2026-03-24T13:30:00Z,651.320000,652.860000,650.870000,652.790000,901166
2026-03-24T13:35:00Z,652.840000,653.040000,651.140000,651.325000,727885
2026-03-24T13:40:00Z,651.320000,651.440000,649.880000,650.730000,859803
2026-03-24T13:45:00Z,650.760000,651.637000,650.160000,650.190000,522249
2026-03-24T13:50:00Z,650.170000,650.970000,649.900000,650.350000,502007
2026-03-24T13:55:00Z,650.390000,651.560000,650.280000,651.480000,434844
2026-03-24T14:00:00Z,651.480000,652.380000,651.226200,652.320000,513966
2026-03-24T14:05:00Z,652.330000,653.560000,651.620000,652.885000,393285
2026-03-24T14:10:00Z,653.420000,653.585700,653.250000,653.335000,105977
2026-03-24T14:15:00Z,652.605000,652.710000,651.700000,652.570000,406405
2026-03-24T14:20:00Z,652.560000,652.930000,651.750000,652.310000,400962
2026-03-24T14:25:00Z,652.310000,653.410000,651.830000,652.500000,432124
2026-03-24T14:30:00Z,652.510000,653.420000,652.350000,653.350000,342296
2026-03-24T14:35:00Z,653.370000,653.480000,652.200000,652.720000,369754
2026-03-24T14:40:00Z,652.720000,653.770000,652.490000,653.744000,433505
