Datetime,Open,High,Low,Close,Volume
2026-04-22 09:30:00-04:00,709.1500244140625,709.3300170898438,708.4550170898438,708.5599975585938,2650201
2026-04-22 09:35:00-04:00,708.5399780273438,709.0,708.219970703125,708.9000244140625,520414
2026-04-22 09:40:00-04:00,708.8800048828125,709.2100219726562,708.5800170898438,708.7000122070312,365894
2026-04-22 09:45:00-04:00,708.7000122070312,709.489990234375,708.4400024414062,708.6500244140625,572093
2026-04-22 09:50:00-04:00,708.6199951171875,709.2100219726562,708.239990234375,709.1900024414062,349245
2026-04-22 09:55:00-04:00,709.2100219726562,709.4299926757812,708.75,709.3900146484375,416807
2026-04-22 10:00:00-04:00,709.3900146484375,709.9199829101562,709.27001953125,709.389892578125,387932
2026-04-22 10:05:00-04:00,709.375,709.77001953125,708.760009765625,709.530029296875,496025
2026-04-22 10:10:00-04:00,709.530029296875,710.1500244140625,709.530029296875,710.0999755859375,573428
2026-04-22 10:15:00-04:00,710.0999755859375,710.4299926757812,710.0999755859375,710.3150024414062,713259
2026-04-22 10:20:00-04:00,710.3200073242188,710.7000122070312,710.1536865234375,710.3200073242188,678697
2026-04-22 10:25:00-04:00,710.3099975585938,710.6300048828125,710.22998046875,710.52001953125,282910
2026-04-22 10:30:00-04:00,710.510009765625,710.590087890625,709.5999755859375,709.9598999023438,717654
2026-04-22 10:35:00-04:00,709.9299926757812,710.5999755859375,709.4650268554688,710.47998046875,426223
2026-04-22 10:40:00-04:00,710.4749755859375,710.6500244140625,709.52001953125,709.719970703125,339800
2026-04-22 10:45:00-04:00,709.7100219726562,710.2999877929688,709.7100219726562,710.1749877929688,347888
2026-04-22 10:50:00-04:00,710.1799926757812,710.3400268554688,709.5,709.9000244140625,374510
2026-04-22 10:55:00-04:00,709.8599853515625,710.0700073242188,709.5700073242188,710.0399780273438,301701
2026-04-22 11:00:00-04:00,710.0499877929688,710.1300048828125,709.2901000976562,709.4199829101562,309863
2026-04-22 11:05:00-04:00,709.4099731445312,710.22998046875,709.3300170898438,709.864990234375,235314
2026-04-22 11:10:00-04:00,709.8800048828125,710.1679077148438,709.75,709.8400268554688,220478
2026-04-22 11:15:00-04:00,709.8599853515625,709.97998046875,709.5599975585938,709.9099731445312,244719
2026-04-22 11:20:00-04:00,709.9000244140625,710.47998046875,709.8800048828125,710.1900024414062,500587
2026-04-22 11:25:00-04:00,710.1900024414062,710.530029296875,709.7999877929688,710.2000122070312,433990
2026-04-22 11:30:00-04:00,710.1900024414062,710.4400024414062,710.0,710.0800170898438,203259
2026-04-22 11:35:00-04:00,710.0999755859375,710.25,709.6699829101562,709.780029296875,240815
2026-04-22 11:40:00-04:00,709.780029296875,709.9600219726562,709.260009765625,709.280029296875,308621
2026-04-22 11:45:00-04:00,709.260009765625,709.9199829101562,709.1599731445312,709.760009765625,309707
2026-04-22 11:50:00-04:00,709.7650146484375,709.7999877929688,709.4749755859375,709.6799926757812,277987
2026-04-22 11:55:00-04:00,709.6900024414062,710.0399780273438,709.5800170898438,709.6400146484375,256298
2026-04-22 12:00:00-04:00,709.6500244140625,709.9400024414062,709.3900146484375,709.8900146484375,307375
2026-04-22 12:05:00-04:00,709.8800048828125,710.1199951171875,709.8300170898438,709.969970703125,217404
2026-04-22 12:10:00-04:00,709.969970703125,710.0250244140625,709.6099853515625,709.9199829101562,225910
2026-04-22 12:15:00-04:00,709.9199829101562,710.02001953125,709.4099731445312,709.431884765625,322384
2026-04-22 12:20:00-04:00,709.4299926757812,709.7999877929688,709.4000244140625,709.5800170898438,320883
2026-04-22 12:25:00-04:00,709.5599975585938,709.5900268554688,709.0800170898438,709.155029296875,263186
2026-04-22 12:30:00-04:00,709.1500244140625,709.3099975585938,708.8300170898438,709.2100219726562,295565
2026-04-22 12:35:00-04:00,709.25,709.6099853515625,709.0800170898438,709.5499877929688,157104
2026-04-22 12:40:00-04:00,709.5399780273438,709.6799926757812,708.9199829101562,709.0900268554688,387245
2026-04-22 12:45:00-04:00,709.0900268554688,709.4000244140625,708.9299926757812,709.375,208016
2026-04-22 12:50:00-04:00,709.3599853515625,709.3699951171875,708.9500122070312,709.27001953125,229218
2026-04-22 12:55:00-04:00,709.27001953125,709.2700805664062,708.7999877929688,708.8900146484375,191293
2026-04-22 13:00:00-04:00,708.9099731445312,709.719970703125,708.8900146484375,709.6099853515625,664007
2026-04-22 13:05:00-04:00,709.6290283203125,709.7899780273438,709.3699951171875,709.7700805664062,180852
2026-04-22 13:10:00-04:00,709.780029296875,710.4000244140625,709.760009765625,709.9277954101562,501792
2026-04-22 13:15:00-04:00,709.9400024414062,710.1099853515625,709.5996704101562,709.719970703125,202483
2026-04-22 13:20:00-04:00,709.72998046875,710.4199829101562,709.7000122070312,710.1356811523438,278772
2026-04-22 13:25:00-04:00,710.1199951171875,710.260009765625,710.02001953125,710.0399780273438,154855
2026-04-22 13:30:00-04:00,710.0499877929688,710.2999877929688,710.02001953125,710.0900268554688,234610
2026-04-22 13:35:00-04:00,710.0900268554688,710.1900024414062,709.9000244140625,710.0399780273438,181605
2026-04-22 13:40:00-04:00,710.0399780273438,710.3300170898438,710.030029296875,710.22998046875,138953
2026-04-22 13:45:00-04:00,710.22998046875,710.4199829101562,709.8200073242188,710.1900024414062,287366
2026-04-22 13:50:00-04:00,710.1900024414062,710.3200073242188,710.0449829101562,710.1099853515625,168905
2026-04-22 13:55:00-04:00,710.1300048828125,710.1900024414062,709.969970703125,709.989990234375,129212
2026-04-22 14:00:00-04:00,709.969970703125,710.1799926757812,709.8699951171875,710.0800170898438,381828
2026-04-22 14:05:00-04:00,710.0650024414062,710.219970703125,709.9299926757812,709.9349975585938,289025
2026-04-22 14:10:00-04:00,709.9400024414062,710.1199951171875,709.8599853515625,709.9500122070312,222761
2026-04-22 14:15:00-04:00,709.9400024414062,709.9400024414062,709.6199951171875,709.6500244140625,358911
2026-04-22 14:20:00-04:00,709.6400146484375,709.64990234375,709.2000122070312,709.510009765625,941171
2026-04-22 14:25:00-04:00,709.530029296875,709.6300048828125,709.4299926757812,709.4500122070312,233114
2026-04-22 14:30:00-04:00,709.4600219726562,709.8099975585938,709.375,709.64501953125,296829
2026-04-22 14:35:00-04:00,709.6400756835938,709.9000244140625,709.6400756835938,709.8800048828125,253176
2026-04-22 14:40:00-04:00,709.8721923828125,709.97998046875,709.8200073242188,709.885009765625,275200
2026-04-22 14:45:00-04:00,709.885009765625,710.0700073242188,709.760009765625,709.9550170898438,340118
2026-04-22 14:50:00-04:00,709.9550170898438,710.0499877929688,709.8300170898438,709.830078125,341963
2026-04-22 14:55:00-04:00,709.830078125,709.8599853515625,709.52001953125,709.6500244140625,396295
2026-04-22 15:00:00-04:00,709.6599731445312,709.6900024414062,709.1900024414062,709.5449829101562,541870
2026-04-22 15:05:00-04:00,709.5449829101562,709.9299926757812,709.469970703125,709.9099731445312,362954
2026-04-22 15:10:00-04:00,709.9000244140625,710.030029296875,709.780029296875,709.9600219726562,328934
2026-04-22 15:15:00-04:00,709.9598999023438,710.3800048828125,709.9400024414062,710.3599853515625,562092
2026-04-22 15:20:00-04:00,710.3699951171875,710.469970703125,710.2003784179688,710.3200073242188,472231
2026-04-22 15:25:00-04:00,710.3400268554688,710.5800170898438,710.2901000976562,710.4500122070312,433072
2026-04-22 15:30:00-04:00,710.4550170898438,710.5900268554688,710.1799926757812,710.2650146484375,686399
